"文件","起始行","结束行","符号","类型","作用"
"lib/chat/intent-router.ts","444","451","outputTypeFromQuery","函数","实现 outputTypeFromQuery 的调用与控制流程"
"lib/chat/intent-router.ts","453","478","intentForPreviousOutputTransform","函数","实现 intentForPreviousOutputTransform 的调用与控制流程"
"lib/chat/intent-router.ts","480","525","routeContextBundleFastPath","函数","实现 routeContextBundleFastPath 的调用与控制流程"
"lib/chat/intent-router.ts","527","735","routeFastPath","函数","实现 routeFastPath 的调用与控制流程"
"lib/chat/intent-router.ts","737","782","routeSafetyInterception","函数","实现 routeSafetyInterception 的调用与控制流程"
"lib/chat/intent-router.ts","784","832","planFromRecord","函数","实现 planFromRecord 的调用与控制流程"
"lib/chat/intent-router.ts","815","815","函数@815","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","834","859","getRouterClient","函数","实现 getRouterClient 的调用与控制流程"
"lib/chat/intent-router.ts","861","881","fallbackIntentPlan","函数","实现 fallbackIntentPlan 的调用与控制流程"
"lib/chat/intent-router.ts","883","984","routeIntent","函数","实现 routeIntent 的调用与控制流程"
"lib/chat/intent-router.ts","897","897","函数@897","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","899","902","函数@899","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","986","1030","chatRouteFromIntent","函数","实现 chatRouteFromIntent 的调用与控制流程"
"lib/chat/intent-router.ts","987","1002","taskKindByIntent","变量","保存或计算 taskKindByIntent 所需的数据"
"lib/chat/intent-router.ts","1032","1034","intentRequestsGptImage","函数","实现 intentRequestsGptImage 的调用与控制流程"
"lib/chat/library-command.ts","1","4","导入@1","导入","引入本文件依赖"
"lib/chat/library-command.ts","6","44","LibraryCommandPlan","类型","定义 LibraryCommandPlan 的数据契约"
"lib/chat/library-command.ts","46","49","LibraryCommandResult","类型","定义 LibraryCommandResult 的数据契约"
"lib/chat/library-command.ts","51","56","cleanName","函数","实现 cleanName 的调用与控制流程"
"lib/chat/library-command.ts","58","64","cleanFolderQuery","函数","实现 cleanFolderQuery 的调用与控制流程"
"lib/chat/library-command.ts","66","70","normalized","函数","实现 normalized 的调用与控制流程"
"lib/chat/library-command.ts","72","76","isArtifactOrVisualRequest","函数","实现 isArtifactOrVisualRequest 的调用与控制流程"
"lib/chat/library-command.ts","78","104","resolveNamedItem","函数","实现 resolveNamedItem 的调用与控制流程"
"lib/chat/library-command.ts","87","87","函数@87","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/library-command.ts","90","93","函数@90","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/library-command.ts","106","183","planPaperFolderAction","函数","实现 planPaperFolderAction 的调用与控制流程"
"lib/chat/library-command.ts","116","116","函数@116","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/library-command.ts","125","125","函数@125","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/library-command.ts","185","387","planLibraryCommand","函数","实现 planLibraryCommand 的调用与控制流程"
"lib/chat/library-command.ts","200","200","函数@200","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/library-command.ts","220","220","函数@220","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/library-command.ts","241","241","函数@241","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/library-command.ts","269","269","函数@269","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/library-command.ts","294","294","函数@294","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/library-command.ts","358","358","函数@358","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","3","8","导入@3","导入","引入本文件依赖"
"lib/chat/message-normalize.ts","9","9","导入@9","导入","引入本文件依赖"
"lib/chat/message-normalize.ts","11","14","ApiTextMessage","类型","定义 ApiTextMessage 的数据契约"
"lib/chat/message-normalize.ts","28","30","isChatRole","函数","实现 isChatRole 的调用与控制流程"
"lib/chat/message-normalize.ts","32","64","normalizeMessageContent","函数","实现 normalizeMessageContent 的调用与控制流程"
"lib/chat/message-normalize.ts","43","55","函数@43","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","66","109","coerceContentParts","函数","实现 coerceContentParts 的调用与控制流程"
"lib/chat/message-normalize.ts","111","156","finalizeMessageContent","函数","实现 finalizeMessageContent 的调用与控制流程"
"lib/chat/message-normalize.ts","141","141","函数@141","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","150","151","函数@150","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","153","153","函数@153","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","158","179","messageContentIsNonEmpty","函数","实现 messageContentIsNonEmpty 的调用与控制流程"
"lib/chat/message-normalize.ts","167","167","函数@167","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","172","173","函数@172","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","181","210","coerceRawMessageContent","函数","实现 coerceRawMessageContent 的调用与控制流程"
"lib/chat/message-normalize.ts","212","214","apiMessageHasValidContent","函数","实现 apiMessageHasValidContent 的调用与控制流程"
"lib/chat/message-normalize.ts","216","247","defaultContentForAttachments","函数","实现 defaultContentForAttachments 的调用与控制流程"
"lib/chat/message-normalize.ts","220","220","函数@220","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","223","223","函数@223","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","249","251","hasAttachmentMetadata","函数","实现 hasAttachmentMetadata 的调用与控制流程"
"lib/chat/message-normalize.ts","253","256","CoerceRawOptions","类型","定义 CoerceRawOptions 的数据契约"
"lib/chat/message-normalize.ts","258","359","coerceRawToApiMessage","函数","实现 coerceRawToApiMessage 的调用与控制流程"
"lib/chat/message-normalize.ts","318","320","函数@318","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","361","382","sanitizeIncomingChatMessages","函数","实现 sanitizeIncomingChatMessages 的调用与控制流程"
"lib/chat/message-normalize.ts","384","397","findLastValidUserFromRaw","函数","实现 findLastValidUserFromRaw 的调用与控制流程"
"lib/chat/message-normalize.ts","399","433","ensureLastValidUserMessage","函数","实现 ensureLastValidUserMessage 的调用与控制流程"
"lib/chat/message-normalize.ts","435","459","normalizeDisplayMessage","函数","实现 normalizeDisplayMessage 的调用与控制流程"
"lib/chat/message-normalize.ts","442","444","函数@442","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","445","451","函数@445","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","461","484","displayMessageToApiMessage","函数","实现 displayMessageToApiMessage 的调用与控制流程"
"lib/chat/message-normalize.ts","469","469","函数@469","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","470","470","函数@470","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","486","493","displayMessagesToApiMessages","函数","实现 displayMessagesToApiMessages 的调用与控制流程"
"lib/chat/message-normalize.ts","489","492","函数@489","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","495","512","buildChatApiMessages","函数","实现 buildChatApiMessages 的调用与控制流程"
"lib/chat/message-normalize.ts","514","530","compactMessagesForPersistence","函数","实现 compactMessagesForPersistence 的调用与控制流程"
"lib/chat/message-normalize.ts","519","529","函数@519","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","532","536","normalizeDisplayMessages","函数","实现 normalizeDisplayMessages 的调用与控制流程"
"lib/chat/model-identity.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/model-identity.ts","8","10","getConfiguredModelLabel","函数","实现 getConfiguredModelLabel 的调用与控制流程"
"lib/chat/model-identity.ts","12","26","buildModelIdentitySystemMessage","函数","实现 buildModelIdentitySystemMessage 的调用与控制流程"
"lib/chat/model-identity.ts","28","44","withModelIdentity","函数","实现 withModelIdentity 的调用与控制流程"
"lib/chat/model-identity.ts","33","36","函数@33","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/response-style.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/chat/response-style.ts","5","21","RESPONSE_STYLE_SYSTEM_MESSAGE","变量","保存或计算 RESPONSE_STYLE_SYSTEM_MESSAGE 所需的数据"
"lib/chat/response-style.ts","23","36","withResponseStyle","函数","实现 withResponseStyle 的调用与控制流程"
"lib/chat/response-style.ts","25","28","函数@25","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/attachments.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/server/attachments.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/server/attachments.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/chat/server/attachments.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/chat/server/attachments.ts","8","38","injectAttachmentsIntoMessages","函数","实现 injectAttachmentsIntoMessages 的调用与控制流程"
"lib/chat/server/errors.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/server/errors.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/server/errors.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/chat/server/errors.ts","7","10","ChatApiErrorBody","类型","定义 ChatApiErrorBody 的数据契约"
"lib/chat/server/errors.ts","12","24","requireChatUser","函数","实现 requireChatUser 的调用与控制流程"
"lib/chat/server/errors.ts","26","102","toChatApiErrorResponse","函数","实现 toChatApiErrorResponse 的调用与控制流程"
"lib/chat/server/library-context.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/chat/server/library-context.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/chat/server/library-context.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/server/library-context.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/server/library-context.ts","9","19","termsFromQuery","函数","实现 termsFromQuery 的调用与控制流程"
"lib/chat/server/library-context.ts","15","15","函数@15","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","16","16","函数@16","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","21","27","scoreText","函数","实现 scoreText 的调用与控制流程"
"lib/chat/server/library-context.ts","23","26","函数@23","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","29","46","loadScopedPapers","函数","实现 loadScopedPapers 的调用与控制流程"
"lib/chat/server/library-context.ts","39","40","函数@39","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","44","44","函数@44","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","48","89","buildLiteratureLibraryContext","函数","实现 buildLiteratureLibraryContext 的调用与控制流程"
"lib/chat/server/library-context.ts","58","64","函数@58","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","66","67","函数@66","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","69","69","函数@69","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","73","85","函数@73","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/prepare-messages.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","9","9","导入@9","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","10","10","导入@10","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","12","49","prepareChatMessages","函数","实现 prepareChatMessages 的调用与控制流程"
"lib/chat/server/source-images.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/server/source-images.ts","5","8","WebSource","类型","定义 WebSource 的数据契约"
"lib/chat/server/source-images.ts","10","15","SourceImage","类型","定义 SourceImage 的数据契约"
"lib/chat/server/source-images.ts","20","33","isPrivateIpv4","函数","实现 isPrivateIpv4 的调用与控制流程"
"lib/chat/server/source-images.ts","22","22","函数@22","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/source-images.ts","35","60","isSafePublicUrl","函数","实现 isSafePublicUrl 的调用与控制流程"
"lib/chat/server/source-images.ts","62","69","decodeHtml","函数","实现 decodeHtml 的调用与控制流程"
